$2.00 a day : living on almost nothing in America ," Kathryn J. Edin, H. Luke Shaefer.",,2015,Poverty--United States; Income distribution--United States.; Poor--United States--Social conditions--21st century.; SOCIAL SCIENCE / Sociology / General.; SOCIAL SCIENCE / Poverty & Homelessness.; SOCIAL SCIENCE / Sociology / Marriage & Family.
Dispatches from dystopia : histories of places not yet forgotten , Kate Brown.,,2015,Historiography.; Travel.; Disasters.; Hazardous geographic environments.; Historiography; Travel
Writing technology in Meiji Japan : a media history of modern Japanese literature and visual culture , Seth Jacobowitz.,,2015,"Japanese literature--1868---History and criticism.; Literature and technology--Japan--History--19th century.; Literature and technology--Japan--History--20th century.; Literature and society--Japan--History--19th century.; Literature and society--Japan--History--20th century.; Popular culture--Japan--History--19th century.; Popular culture--Japan--History--20th century.; Mass media and culture--Japan--History--19th century.; Mass media and culture--Japan--History--20th century.; Japanese literature.; Literature and society; Literature and technology.; Mass media and culture.; Popular culture; Japan; Since 1800; Criticism, interpretation, etc.; History."
Notes toward a performative theory of assembly , Judith Butler.,,2015,"Assembly, Right of--Social aspects.; Public meetings.; Demonstrations.; Performative (Philosophy)"
Exposed : desire and disobedience in the digital age , Bernard E. Harcourt.,,2015,"Information technology--Social aspects; Information technology--Social aspects.; Privacy, Right of."
"On the battlefield of merit : Harvard Law School, the first century "," Daniel R. Coquillette, Bruce A. Kimball.",,2015,Harvard Law School--History--19th century.; Harvard Law School--History--20th century.; Harvard Law School.; Law School.; Law--Study and teaching (Higher)--History--Massachusetts--Cambridge--19th century.; Law--Study and teaching (Higher)--History--Massachusetts--Cambridge--20th century.; Law--Study and teaching (Higher); Massachusetts--Cambridge.; 1800-1999; History.
"How the other half banks : exclusion, exploitation, and the threat to democracy ", Mehrsa Baradaran.,,2015,Banks and banking--Social aspects--United States.; Financial services industry--United States.; Check cashing services--United States.; Postal savings banks--United States.; Banks and banking--Social aspects.; Check cashing services.; Financial services industry.; Postal savings banks.; United States
Black silent majority : the Rockefeller drug laws and the politics of punishment , Michael Javen Fortner.,,2015,Drug control--New York (State); Discrimination in criminal justice administration--New York (State); African American criminals--New York (State); African Americans--New York (State)--Social conditions.; Middle class--New York (State)
After nature : a politics for the anthropocene , Jedediah Purdy.,,2015,Nature--Effect of human beings on.; Human beings--Effect of environment on.; Human ecology.; Philosophical anthropology.
"Divining slavery and freedom : the story of Domingos Sodré, an African priest in nineteenth-century Brazil ", João José Reis ; translated by H. Sabrina Gledhill.,,2015,"Sodré, Domingos,---1887.; Slaves--Brazil--Bahia (State)--Biography.; Freedmen--Brazil--Bahia (State)--Biography.; Slavery--Brazil--Bahia (State)--History--19th century.; Blacks--Brazil--Bahia (State)--Social conditions--19th century.; Bahia (Brazil : State)--Social conditions--19th century.; Candomblé (Religion)--Brazil--Bahia (State)--History--19th century.; Biography.; History."
Islamic intellectual history in the seventeenth century : scholarly currents in the Ottoman Empire and the Maghreb , Khaled El-Rouayheb.,,2015,"Turkey--Intellectual life--17th century.; Africa, North--Intellectual life--17th century.; Learning and scholarship--Turkey--History--17th century.; Learning and scholarship--Africa, North--History--17th century.; Muslim scholars--Turkey--History--17th century.; Muslim scholars--Africa, North--History--17th century.; Muslim philosophers--Turkey--History--17th century.; Muslim philosophers--Africa, North--History--17th century.; POLITICAL SCIENCE / History & Theory."
Laughing all the way to the Mosque : the misadventures of a Muslim woman , Zarqa Nawaz.,,2015,"Nawaz, Zarqa.; Muslim women--Western countries--Conduct of life.; Muslim women--Western countries--Social conditions."
introduction to the study of Ezekiel , Michael A. Lyons.,,2015,"Bible. Ezekiel Criticism, interpretation, etc.; Bible. Ezekiel.; Criticism, interpretation, etc."
Enigma of Diversity : The Language of Race and the Limits of Racial Justice , Ellen Berrey.,,2015,Cultural pluralism--United States.; Affirmative action programs--United States; Race discrimination--United States; United States--Race relations.; Affirmative action programs; Cultural pluralism.; Race discrimination.; Race relations; United States; Rassendiskriminierung; Vielfalt.; USA
Give a man a fish : reflections on the new politics of distribution , James Ferguson.,,2015,"Economic assistance, Domestic--Africa.; Public welfare--Africa.; Africa--Economic policy.; Africa--Social policy.; Neoliberalism--Africa.; Poverty--Africa; Capitalism.; Economic assistance, Domestic.; Economic policy; Neoliberalism.; Poverty; Public welfare; Social policy; Africa."
Who gets what--and why : the new economics of matchmaking and market design , Alvin E. Roth.,,2015,Economics.; BUSINESS & ECONOMICS / Economics / General.; BUSINESS & ECONOMICS / Economics / Theory.; MATHEMATICS / Game Theory.; Economics; Game theory.; Markets.; Matching theory.
Governance and politics of China , Tony Saich.,Fourth edition.,2015,China--Politics and government--1949-; China--Economic policy--1949-; Since 1949; Economic policy; Politics and government.; China
Counternarratives , John Keene.,,2015,"Short stories, American.; Slavery--Fiction; Speculative fiction.; Short stories.; Novellas"
intimacies of four continents , Lisa Lowe.,,2015,"Slave trade; Commerce.; Civilization, Modern.; Commerce; Liberalism.; Liberty.; Slave trade.; Handel.; Liberalismus.; Kolonialismus; Sklavenhandel.; Europa; Afrika; Asien; Amerika"
Networks of outrage and hope : social movements in the Internet age , Manuel Castells.,Second edition.,2015,Information technology--Social aspects; Social movements--History--21st century.; Social movements--Technological innovations.; Internet--Political aspects--21st century.; Information networks; Information networks.; Information society.; Information technology--Social aspects.; Internet--Social aspects.; Social movements.; Technology and civilization.; Soziale Bewegung.; Politischer Protest.; Protestbewegung; Internet; Soziale Software.; Soziales Netzwerk; Kollektives Verhalten; Kommunikationsverhalten.; Informationsgesellschaft.; Occupy Wall Street.; Arabischer Frühling; Movimiento 15-M
"Dangerous crossings : race, species, and nature in a multicultural age "," Claire Jean Kim, University of California, Irvine.",,2015,Animal welfare--United States.; Human-animal relationships--United States.; United States--Race relations.; Animal welfare.; Human-animal relationships; Race relations; United States
Maya ," Michael D. Coe, Stephen Houston.",Ninth edition.,2015,Mayas--Antiquities.; Indians of Mexico--Antiquities.; Indians of Central America--Antiquities.; Mexico--Antiquities.; Central America--Antiquities.
Revelations of divine love , Julian of Norwich ; translated with an introduction and notes by Barry Windeatt.,,2015,"Julian,--of Norwich,--1343---Teachings.; Devotional literature, English (Middle); Mysticism--England--Catholic Church."
Barbarian days : a surfing life , William Finnegan.,,2015,"Finnegan, William; Surfers--United States--Biography.; International travel--Anecdotes.; Finnegan, William.; Surfers; United States; Autobiographies.; Biography."
"Pentagon's brain : an uncensored history of DARPA, America's top secret military research agency ", Annie Jacobsen.,First edition.,2015,United States.--Defense Advanced Research Projects Agency--History.; National security--United States--History.; Military art and science--Technological innovations--United States.; United States--Defenses--History.; United States--Military policy.; Science and state--United States.; Military research--United States.; United States.--Defense Advanced Research Projects Agency.; Military art and science--Technological innovations.; Military policy; Military readiness; Military research.; National security; Science and state.; United States; History.
digital humanities : a primer for students and scholars , Eileen Gardiner and Ronald G. Musto.,,2015,Digital humanities.; Information storage and retrieval systems--Humanities.; Digital communications.; Digital media.; Humanists--Intellectual life.; Digital humanities; Humanities--Methodology.; Humanities--Research.; Humanities--Study and teaching.; Information storage and retrieval systems--Humanities; Digital Humanities
Hacking the electorate : how campaigns perceive voters , Eitan D. Hersh.,,2015,Campaign management--United States.; Political campaigns--United States.; Voting--United States; POLITICAL SCIENCE / Government / General.; Campaign management.; Political campaigns.; Voting.; United States
Give us the ballot : the modern struggle for voting rights in America , Ari Berman.,First edition.,2015,United States.--Voting Rights Act of 1965.; Voting Rights Act of 1965 (United States); Suffrage--United States--History--20th century.; Suffrage--United States--History--21st century.; Minorities--Suffrage--United States.; HISTORY--United States--20th Century.; POLITICAL SCIENCE--Political Freedom & Security--Civil Rights.; POLITICAL SCIENCE--Political Process--Elections.; Minorities--Suffrage.; Suffrage; United States; Rösträtt.; Förenta staterna.; 1900-2099; History.
complete stories , Clarice Lispector ; translated from the Portuguese by Katrina Dodson ; introduction by Benjamin Moser ; edited by Benjamin Moser.,,2015,"Lispector, Clarice--Translations into English.; Short stories.; Translations; Verhalen (teksten)"
Souls of Black Folk , W.E.B. Du Bois ; with an introduction and chronology by Jonathan Scott Holloway.,First Yale University Press edition.,2015,African Americans--History.; African Americans--Intellectual life.; African Americans--Social conditions.; African Americans--Study and teaching (Higher); United States--Race relations.; African Americans.; African Americans; History.
Why elections fail , Pippa Norris.,,2015,Election monitoring.; Elections--Corrupt practices.; Elections--Management.; Political corruption.
Wind,Pinball : two novels ,First edition.,2015,FICTION / Literary.; FICTION / Coming of Age.; Young men--Fiction.; College students--Japan--Fiction.; Loneliness--Fiction.; Pinball machines--Fiction.; Nineteen sixties--Fiction.; Japan--Fiction.; Novellas; Fiction.; Novellas.; Bildungsromans.
Suburban warriors : the origins of the new american right? , Lisa McGirr with a new preface by the author.,,2015,United States--Politics and government--1945-1989.; Conservatism--United States--History--20th century.; Right and left (Political science)--History--20th century.; History.
fifth season , N. K. Jemisin.,First edition.,2015,End of the world--Fiction.; Mothers and daughters--Fiction.; Apocalyptic fiction.; Fantasy fiction.; Fiction.
manual for cleaning women : selected stories , Lucia Berlin ; edited and with an introduction by Stephen Emerson ; foreword by Lydia Davis.,First edition.,2015,"FICTION / Short Stories (single author); FICTION / Literary.; Short stories, American.; Short stories."
Eileen , Ottessa Moshfegh.,,2015,Prisons--Fiction; Fathers and daughters--Fiction.; Fiction.; Psychological fiction.
knowledge of nature and the nature of knowledge in early modern Japan , Federico Marcon.,,2015,"Nature study--Japan--History.; Science--Japan--History; Japan--History--Tokugawa period, 1600-1868.; Nature study.; Science; Japan; 1600 - 1868; History."
Hope and healing in urban education : how urban activists and teachers are reclaiming matters of the heart , by Shawn Ginwright.,,2015,"Education, Urban--United States.; Minorities--Education--United States.; Children with social disabilities--Education--United States."
Reclaiming conversation : the power of talk in a digital age , Sherry Turkle.,,2015,Cell phones and teenagers.; Communication--Technological innovations; Conversation.; Digital media--Social aspects.; Internet addiction.; Internet and teenagers.; Online social networks; Social interaction.; Neue Medien; Interpersonale Kommunikation.; Zwischenmenschliche Beziehung; Kommunikation.; Tekniska innovationer.; Sociala nätverk online.; Niebuhr Center Common Good Collection.; Communication--Technological innovations.; Communication--technological innovations
story of the lost child , Elena Ferrante ; translated from the Italian by Ann Goldstein.,,2015,Female friendship--Fiction.; Naples (Italy)--Fiction.; Italy--Social life and customs--1945---Fiction.; Romans (teksten); Fiction.
prize : who's in charge of America's schools? , Dale Russakoff.,,2015,"Educational change--New Jersey--Newark.; Public schools--New Jersey--Newark.; Education--Political aspects--New Jersey--Newark.; Education and state--New Jersey.; Zuckerberg, Mark,--1984-; Booker, Cory; Christie, Chris; EDUCATION / Educational Policy & Reform / General.; SOCIAL SCIENCE / Sociology / General.; BUSINESS & ECONOMICS / Decision-Making & Problem Solving.; POLITICAL SCIENCE / Public Policy / Cultural Policy."
"African American religions, 1500-2000 : colonialism, democracy, and freedom ", Sylvester A. Johnson (Northwestern University).,,2015,United States--Church history.; Church history.; History.; African Americans--Religion.; United States
Mindware : tools for smart thinking , Richard E. Nisbett.,First edition.,2015,Reasoning.; Thought and thinking.; Decision Making; Thinking
Radicals in America : the U.S. Left since the Second World War ," Howard Brick, University of Michigan, Christopher Phelps, University of Nottingham.",,2015,Social movements--United States--History--20th century; Social movements--United States--History--21st century.; Radicalism--United States--History.; Political activists--United States--History.; Dissenters--United States--History.; Liberalism--United States--History.; Right and left (Political science)--United States--History.; United States--Politics and government--1933-1945.; United States--Politics and government--1945-1989.; United States--Politics and government--1989-; HISTORY / United States / General.; Dissenters.; Liberalism.; Political activists; Politics and government.; Radicalism.; Right and left (Political science); Social movements.; United States; Since 1900; History.
visiting privilege : new and collected stories , Joy Williams.,First edition.,2015,Prose literature.; Short stories.
gay revolution : the story of the struggle , Lillian Faderman.,First Simon & Schuster hardcover edition.,2015,Gay rights--United States--History.; Gay liberation movement--United States--History.; Gays--United States--History.; Gay liberation movement.; Gay rights.; Gays; United States; History.
Black Macho and the myth of the superwoman , Michele Wallace ; foreword by Jamilah Lemieux.,,2015,Black power--United States.; Sex role--United States; Identity (Psychology)--United States.; African American men.; African American women.; African Americans--Psychology.; Identity (Psychology); Sex role.; Women--Identity.; United States
"witches : Salem, 1692 ", Stacy Schiff.,First edition.,2015,"Trials (Witchcraft)--Massachusetts--Salem--History--17th century.; Witchcraft--Massachusetts--Salem--History--17th century.; Women--United States--Social conditions--17th century.; Trials (Witchcraft); Massachusetts--Salem; Salem (Mass.)--History--Colonial period, ca. 1600-1775.; History."
making of Asian America : a history , Erika Lee.,First Simon & Schuster hardcover edition.,2015,Asian Americans--History.; Asians--United States--History.; United States--Emigration and immigration--History.; South Asia--Emigration and immigration--History.; United States--Ethnic relations--History.; Racism--United States--History.; United States--Race relations--History.; HISTORY / Social History.; HISTORY / United States / General.; SOCIAL SCIENCE / Ethnic Studies / Asian American Studies.; Asian Americans; Asians; Emigration and immigration; Ethnic relations; Race relations; Racism.; South Asia; United States; History.
new Bostonians : how immigrants have transformed the metro area since the 1960s , Marilynn S. Johnson.,,2015,Immigrants--Massachusetts--Boston--History--20th century.; Boston (Mass.)--Emigration and immigration--History--20th century.; Boston (Mass.)--Social conditions.; Boston (Mass.)--Ethnic relations.; Emigration and immigration; Ethnic relations; Immigrants.; Social conditions.; Massachusetts--Boston; 1900 - 1999; History.
Capitalism in the web of life : ecology and the accumulation of capital , Jason W. Moore.,1st Edition.,2015,Economic development--Environmental aspects; POLITICAL SCIENCE / Economic Conditions.; POLITICAL SCIENCE / Public Policy / Environmental Policy.; Economic development--Environmental aspects.; Economic policy--Environmental aspects.; Environmental policy.; Kapitalismus; Kritik; O_kologie; Umweltökonomie
student's guide to cognitive neuroscience , Jamie Ward.,Third edition.,2015,Cognitive neuroscience.; Brain--physiology; Cognition--physiology
girl in the spider's web , David Lagercrantz ; translated from the Swedish by George Goulding.,,2015,"Blomkvist, Mikael--(Fictitious character)--Fiction.; Salander, Lisbeth--(Fictitious character)--Fiction.; Journalists--Sweden--Fiction.; Hackers--Fiction; Stockholm (Sweden)--Fiction.; Suspense fiction.; Detective and mystery fiction.; Fiction.; Mystery fiction."
"On liberty, utilitarianism, and other essays ", John Stuart Mill ; edited with an introduction and notes by Mark Philp and Frederick Rosen.,New edition.,2015,Liberty.; Utilitarianism.; Representative government and representation.; Women's rights.
story of Swahili , John M. Mugane.,,2015,Swahili language--History.; Swahili-speaking peoples--History.; Swahili language.; Swahili language--Social aspects.; Swahili-speaking peoples.; History.
court and the world : American law and the new global realities , Stephen Breyer.,First edition.,2015,United States.--Supreme Court.; International courts.; Foreign trade regulation.; LAW / Courts.; LAW / Comparative.; POLITICAL SCIENCE / Government / Judicial Branch.; International courts; International trade.; National security--International cooperation.; Cortes supremas--Garantias constitucionales--Instrumentos internacionales--E.U.A.
Fates and furies , Lauren Groff.,,2015,"Married people--Fiction.; Dramatists--Fiction.; Manhattan (New York, N.Y.)--Fiction.; Fiction--Literary.; Fiction--Family Life.; Fiction--Contemporary Women.; FICTION--Literary.; FICTION--Family Life.; FICTION--Contemporary Women.; Love stories.; Domestic fiction.; Fiction.; Domestic fiction--Love stories."
Racism : a short history , George M. Fredrickson ; with a new foreword by Albert M. Camarillo.,First Princeto classics edition,2015,Racism--History.; Race relations--History; History.
"Strangers drowning : grappling with impossible idealism, drastic choices, and the overpowering urge to help ", Larissa MacFarquhar.,,2015,Humanitarianism--Psychological aspects.; Philanthropists--Psychology.; Altruism--Psychological aspects.; Ethical problems--Psychological aspects.; Conduct of life.; Conduct of life; Virtue.
invention of nature : Alexander von Humboldt's new world , Andrea Wulf.,First American edition.,2015,"Humboldt, Alexander von,--1769-1859.; Scientists--Germany--Biography.; Naturalists--Germany--Biography.; Humboldt, Alexander von,--1769-1859; Naturalists.; Scientists; Germany; Biographies.; Biography."
nature of the beast , Louise Penny.,First edition.,2015,"Gamache, Armand (Fictitious character)--Fiction.; Police--Québec (Province)--Fiction.; Truthfulness and falsehood in children--Fiction.; Murder--Investigation--Fiction.; Missing persons--Investigation--Fiction.; Gamache, Armand (Fictitious character); Missing children.; Retirees.; Québec (Province)--Fiction.; Canada--Fiction.; Mystery fiction.; Detective and mystery fiction.; Fiction.i"
story of my teeth , Valeria Luiselli ; translated by Christina MacSweeney.,,2015,Auctioneers--Fiction.; FICTION / Literary.; FICTION / Cultural Heritage.; FICTION / Contemporary Women.; Mexico City (Mexico)--Fiction.; Auctioneers.; Fiction.
Planting in a post-wild world : designing plant communities that evoke nature , Thomas Rainer and Claudia West.,First edition.,2015,Landscapes--Design.; Ecological landscape design.; Gardens--Design.; Plant communities.
Carry on : the rise and fall of Simon Snow , Rainbow Rowell.,First U.S. edition.,2015,Magic--Fiction.; Monsters--Fiction.; Dating (Social customs)--Fiction.; Boarding schools--Fiction.; Schools--Fiction.; JUVENILE FICTION / Fantasy & Magic.; JUVENILE FICTION / Love & Romance.; Boarding schools--Juvenile fiction; Magicians--Juvenile fiction.; Vampires--Juvenile fiction; Roommates--Juvenile fiction.; Missing persons--Juvenile fiction.; Students--Juvenile fiction.; Boarding schools.; Magicians.; Students; Young adult fiction.; Fiction.; Juvenile works.; Fantasy fiction.; Young adult works.
"Archaeology of South Asia : From the Indus to Asoka, c. 6500 BCE-200 CE "," Robin Coningham, Durham University, Ruth Young, University of Leicester.",,2015,"South Asia--Antiquities.; Indus River Valley--Antiquities.; Asia--Indus River Valley; South Asia; Antiquities, Prehistoric--South Asia.; Archaeology and history--South Asia.; Excavations (Archaeology)--South Asia.; Cities and towns, Ancient--South Asia.; Social archaeology--South Asia.; Social change--South Asia--History--To 1500.; Antiquities.; Antiquities, Prehistoric.; Archaeology and history.; Cities and towns, Ancient.; Excavations (Archaeology); Indus civilization.; Social archaeology.; Social change.; To 1500; History."
Charlie Archive Collection at the Harvard Library.,,,2015,"Charlie hebdo.; Charlie Hebdo Attack, Paris, France, 2015.; Freedom of speech.--France.; Freedom of expression--France.; Freedom of religion--France.; French wit and humor.; Ethics--France.; Satire, French.; Laicism--France.; Violence--France; Religious satire, French.; Political satire, French.; Terrorism--21st century--France.; Terrorism--Social aspects--France.; Toleration.; Religion; Society--21st century.; Religion and sociology--21st century.; Media & society.; Equality.; Beliefs and cultures.; Digital images; Digital video formats; Ephemera; Periodicals.; Web sites"
house of my own : stories from my life , Sandra Cisneros.,First edition.,2015,"Cisneros, Sandra--Homes and haunts.; Cisneros, Sandra--Family.; Mexican Americans--Mexico--Biography.; Mexican American women authors--Biography.; Authors, American--20th century--Biography.; BIOGRAPHY & AUTOBIOGRAPHY / Personal Memoirs.; LITERARY COLLECTIONS / Essays.; LITERARY CRITICISM / Books & Reading.; Cisneros, Sandra.; Authors, American.; Families.; Homes.; Mexican American women authors.; Mexican Americans; Mexico; 1900 - 1999; Biography.; Autobiographies.; Autobiographies"
Voyage of the Sable Venus : and other poems , Robin Coste Lewis.,First edition.,2015,"Women, Black--Poetry.; Women, Black, in art--Poetry.; African American women--Poetry.; African American women in art--Poetry.; American poetry.; 2000 - 2099; American poetry--African American women authors--21st century.; Poetry.; Poetry"
Orthodox Church : an introduction to eastern Christianity , Timothy Ware (Metropolitan Kallistos of Diokleia).,Third edition.,2015,Orthodox Eastern Church.; Orthodox Eastern Church--History.; Orthodox Eastern Church--Doctrines.; History.
Arab of the future : a graphic memoir : a childhood in the Middle East (1978-1984) , Riad Sattouf ; translated by Sam Taylor.,First U.S. edition.,2015,"Sattouf, Riad--Childhood and youth--Comic books, strips, etc.; Cartoonists--France--Biography--Comic books, strips, etc.; Middle East--Biography--Comic books, strips, etc.; COMICS & GRAPHIC NOVELS--Nonfiction.; BIOGRAPHY & AUTOBIOGRAPHY--Cultural Heritage.; Graphic nonfiction.; Graphic novels--France.; Graphic novels--United States.; Graphic novels"
Why leaders fight ," Michael C. Horowitz, University of Pennsylvania, Allan C. Stam, University of Virginia, Cali M. Ellis, University of Michigan, Ann Arbor.",,2015,Military policy.; POLITICAL SCIENCE / International Relations / General.; Heads of state.; International relations; Military policy; Political leadership.
limits of critique , Rita Felski.,,2015,Criticism.; Hermeneutics.; Criticism; Criticism--Methodology.; Hermeneutics; Suspicion.; Literaturwissenschaft.; Kritik--metodik.; Hermeneutik.
Metropolitan preoccupations : the spatial politics of squatting in Berlin , Alexander Vasudevan.,,2015,Squatter settlements--Germany--Berlin--History.; Squatters--Political activity--History.--Germany--Berlin; Housing--Germany--Berlin--History.; Protest movements--Germany--Berlin--History--20th century.; Human geography--Political aspects.
repeating body : slavery's visual resonance in the contemporary , Kimberly Juanita Brown.,,2015,African American women in art; Slavery; African American women.; African American women in art.; African American women in literature.; Collective memory.; Human body.; Human body in literature.; Human figure in art.; Slavery.
Power wars : inside Obama's post-9,11 presidency ,First edition.,2015,"National security--United States--History--21st century.; United States--Politics and government--2009-2017.; Terrorism--Prevention--Government policy--United States.; Obama, Barack; Guanta_namo Bay Detention Camp; National security; Politics and government.; Terrorism--Prevention--Government policy.; United States; Since 2000; History."
"medieval Islamic hospital : medicine, religion, and charity ", Ahmed Ragab.,,2015,"History, Medieval; Hospitals--history; Medicine, Arab--Middle East.; Hospitals, Medieval--Middle East.; Verpleging.; Ziekenhuizen.; Islam.; Midden-Oosten.; Middle East; Middle East."
Black metropolis : a study of Negro life in a northern city , St. Clair Drake and Horace R. Cayton ; with a foreword by Mary Pattillo.,,2015,African Americans--Illinois--Chicago--Social conditions.; African Americans--Illinois--Chicago--Economic conditions.; Chicago (Ill.)--Social conditions.; Chicago (Ill.)--Economic conditions.; African Americans--Economic conditions.; African Americans--Social conditions.; Economic history; Social conditions.; Illinois--Chicago
hidden wealth of nations : the scourge of tax havens , Gabriel Zucman ; translated by Teresa Lavender Fagan ; with a foreword by Thomas Piketty.,,2015,Tax evasion.; Tax havens.; Steuerflucht.; Steueroase.; Steuerpolitik.
Ghosts : a haunted history , Lisa Morton.,,2015,Ghosts.; Ghosts--History.; Haunted places.; Haunted places--History.; Ghosts; Ghosts in popular culture.; History.
"Republic, lost : the corruption of equality and the steps to end it ", Lawrence Lessig.,First revised edition.,2015,Lobbying--Corrupt practices--United States.; United States.--Congress--Ethics.; Political corruption--United States.; United States--Politics and government.
Oudolf : Hummelo : a journey through a plantsman's life ," Piet Oudolf, Noel Kingsbury.",First edition.,2015,"Oudolf, Piet.; Gardeners--Netherlands.; Gardens--Netherlands--Hummelo.; Natural gardens--Pictorial works.; Oudolf, Piet; Gardeners.; Gardens; Gardens--Design.; Natural gardens.; Planting design.; Netherlands; Netherlands--Hummelo.; Pictorial works."
Prisoners of geography : ten maps that explain everything about the world , Tim Marshall.,First Scribner hardcover edition.,2015,World politics.; Geopolitics.; World politics
Soft law and the global financial system : rule making in the 21st century , Christopher Brummer.,Second edition.,2015,"Global Financial Crisis, 2008-2009.; LAW / Banking.; Global Financial Crisis (2008-2009); International finance--Law and legislation.; Soft law.; 2008 - 2009"
Autocracy and redistribution : the politics of land reform ," Michael Albertus, University of Chicago.",,2015,Land reform--Developing countries--History.; Developing countries--Politics and government.; Land reform.; Land reform--Political aspects.; Politics and government.; Developing countries; Bodenpolitik.; Bodenreform; Verteilungspolitik.; Staatstätigkeit.; Lateinamerika; History.
dark forest , Cixin Liu ; translated by Joel Martinsen.,First Edition.,2015,FICTION / Science Fiction / General.; Science fiction; Human-alien encounters--Fiction.; Imaginary wars and battles--Fiction; Fiction.; Science fiction.; Human-alien encounters.; Imaginary wars and battles.
"Brand Luther : 1517, printing, and the making of the Reformation ", Andrew Pettegree.,,2015,"Luther, Martin,--1483-1546; Reformation--Germany.; Christian literature--Publishing--History--Germany--16th century.; Printing--Germany--Wittenberg (Saxony-Anhalt)--History--16th century.; Wittenberg (Saxony-Anhalt, Germany)--History--16th century.; Germany--Church history--16th century."
"High Line : foreseen, unforeseen "," James Corner Field Operations, Diller Scofidio + Renfro.",,2015,"High Line (New York, N.Y. : Park); Urban parks--New York (State)--New York.; Land use--New York (State)--New York.; City planning--New York (State)--New York; Railroads, Elevated--Remodeling for other use.; Hochbahn.; Umgestaltung.; Nutzungsänderung; Stadtpark; Stadtplanung; New York- Manhattan"
Smart cities : a spatialised intelligence , Antoine Picon.,,2015,Sustainable development.; City planning--Technological innovations.; Sustainable development
white road : journey into an obsession , Edmund de Waal.,First American edition.,2015,"Porcelain--History.; De Waal, Edmund--Travel.; BIOGRAPHY & AUTOBIOGRAPHY / Artists, Architects, Photographers.; ART / Ceramics.; BIOGRAPHY & AUTOBIOGRAPHY / Literary.; De Waal, Edmund; Porcelain; Travel; History."
end of average : how we succeed in a world that values sameness , Todd Rose.,First Edition.,2015,PSYCHOLOGY / Applied Psychology.; MATHEMATICS / Probability & Statistics / General.; BUSINESS & ECONOMICS / General.; Average.; Conformity.; Individuality.
future of the professions : how technology will transform the work of human experts , Richard Susskind and Daniel Susskind.,First edition.,2015,Professional employees--Effect of technological innovations on.; Technological innovations--Social aspects; Computers and civilization.; Computers--Social aspects.; Internet--Social aspects.; Professions
Gratitude , Oliver Sacks ; [photographs by Bill Hayes].,First edition.,2015,"Neurology; Physicians; Attitude to Death; Aging--psychology; Collected Work; Personal Narrative; Sacks, Oliver.; Death--Psychological aspects; Neurologists--England--Biography.; Neurologists--United States--Biography.; Aging.; Sacks, Oliver,--1933-2015; Aging; Death--Psychological aspects.; Gratitude.; Neurologists.; England; United States; Autobiographies.; Biography.; Essays.; Sacks, Oliver,--1933-2015."
Evolution : making sense of life ," Carl Zimmer, Douglas J. Emlen.",Second edition.,2015,Biological Evolution; Evolution (Biology)
poems of T. S. Eliot , edited by Christopher Ricks and Jim McCue.,,2015,"Eliot, T. S.--(Thomas Stearns),--1888-1965--Criticism and interpretation.; Eliot, T. S.--(Thomas Stearns),--1888-1965; Dust jackets--Specimens--:United States--2015.; Criticism, interpretation, etc."
"For discrimination : race, affirmative action, and the law ", Randall Kennedy.,First Vintage books edition.,2015,Affirmative action programs--Law and legislation--United States; Race discrimination--United States; Affirmative action programs--Law and legislation; Race discrimination.; United States
essay on the principle of population and other writings , Thomas Malthus ; introduction and notes by Robert J. Mayhew.,,2015,Population.; Food supply.; Population
vegetarian : a novel , Han Kang ; translated from the Korean by Deborah Smith.,,2015,Psychological fiction.; Domestic fiction.; Women--Fiction.; Vegetarians--Fiction.; Dreams--Fiction.; Families--Fiction.; Korea (South)--Fiction.
sleeping sovereign : the invention of modern democracy , Richard Tuck.,,2015,"Democracy--Philosophy; Sovereignty--Philosophy.; Bodin, Jean,--1530-1596.; Hobbes, Thomas,--1588-1679.; Rousseau, Jean-Jacques,--1712-1778; Referendum--United States--History.; POLITICAL SCIENCE / History & Theory."
Harry Potter and the sorcerer's stone , J.K. Rowling ; illustrated by Jim Kay.,First illustrated edition.,2015,"Potter, Harry--(Fictitious character)--Juvenile fiction.; Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Juvenile fiction.; Wizards--Juvenile fiction.; Magic--Juvenile fiction.; Schools--Juvenile fiction; England--Juvenile fiction.; Wizards--Fiction.; Magic--Fiction.; Schools--Fiction.; England--Fiction.; Potter, Harry--(Fictitious character); Granger, Hermione (Fictitious character); Hogwarts School of Witchcraft and Wizardry (Imaginary organization); Magic.; Schools; Weasley, Ron (Fictitious character); Wizards.; England; Fantasy fiction, Juvenile.; Fiction.; Juvenile works.; Fantasy fiction.; Novels.; Weasley, Ron--(Fictitious character)--Juvenile fiction.; Granger, Hermione--(Fictitious character)--Juvenile fiction."
